,pclass,sex,sibsp,parch,fare,age
702,3,0,0,1,14.4542,18.0
703,3,1,0,0,7.7416999999999998,25.0
704,3,1,1,0,7.8541999999999996,26.0
705,2,1,0,0,26.0,39.0
706,2,0,0,0,13.5,45.0
707,1,1,0,0,26.287500000000001,42.0
708,1,0,0,0,151.55000000000001,22.0
709,3,1,1,1,15.245799999999999,
710,1,0,0,0,49.504199999999997,24.0
711,1,1,0,0,26.550000000000001,
712,1,1,1,0,52.0,48.0
713,3,1,0,0,9.4832999999999998,29.0
714,2,1,0,0,13.0,52.0
715,3,1,0,0,7.6500000000000004,19.0
716,1,0,0,0,227.52500000000001,38.0
717,2,0,0,0,10.5,27.0
718,3,1,0,0,15.5,
719,3,1,0,0,7.7750000000000004,33.0
720,2,0,0,1,33.0,6.0
721,3,1,1,0,7.0541999999999998,17.0
722,2,1,0,0,13.0,34.0
723,2,1,0,0,13.0,50.0
724,1,1,1,0,53.100000000000001,27.0
725,3,1,0,0,8.6624999999999996,20.0
726,2,0,3,0,21.0,30.0
727,3,0,0,0,7.7374999999999998,
728,2,1,1,0,26.0,25.0
729,3,0,1,0,7.9249999999999998,25.0
730,1,0,0,0,211.33750000000001,29.0
731,3,1,0,0,18.787500000000001,11.0
732,2,1,0,0,0.0,
733,2,1,0,0,13.0,23.0
734,2,1,0,0,13.0,23.0
735,3,1,0,0,16.100000000000001,28.5
736,3,0,1,3,34.375,48.0
737,1,1,0,0,512.32920000000001,35.0
738,3,1,0,0,7.8958000000000004,
739,3,1,0,0,7.8958000000000004,
740,1,1,0,0,30.0,
741,1,1,1,0,78.849999999999994,36.0
742,1,0,2,2,262.375,21.0
743,3,1,1,0,16.100000000000001,24.0
744,3,1,0,0,7.9249999999999998,31.0
745,1,1,1,1,71.0,70.0
746,3,1,1,1,20.25,16.0
747,2,0,0,0,13.0,30.0
748,1,1,1,0,53.100000000000001,19.0
749,3,1,0,0,7.75,31.0
750,2,0,1,1,23.0,4.0
751,3,1,0,1,12.475,6.0
752,3,1,0,0,9.5,33.0
753,3,1,0,0,7.8958000000000004,23.0
754,2,0,1,2,65.0,48.0
755,2,1,1,1,14.5,0.67000000000000004
756,3,1,0,0,7.7957999999999998,28.0
757,2,1,0,0,11.5,18.0
758,3,1,0,0,8.0500000000000007,34.0
759,1,0,0,0,86.5,33.0
760,3,1,0,0,14.5,
761,3,1,0,0,7.125,41.0
762,3,1,0,0,7.2291999999999996,20.0
763,1,0,1,2,120.0,36.0
764,3,1,0,0,7.7750000000000004,16.0
765,1,0,1,0,77.958299999999994,51.0
766,1,1,0,0,39.600000000000001,
767,3,0,0,0,7.75,30.5
768,3,1,1,0,24.149999999999999,
769,3,1,0,0,8.3625000000000007,32.0
770,3,1,0,0,9.5,24.0
771,3,1,0,0,7.8541999999999996,48.0
772,2,0,0,0,10.5,57.0
773,3,1,0,0,7.2249999999999996,
774,2,0,1,3,23.0,54.0
775,3,1,0,0,7.75,18.0
776,3,1,0,0,7.75,
777,3,0,0,0,12.475,5.0
778,3,1,0,0,7.7374999999999998,
779,1,0,0,1,211.33750000000001,43.0
780,3,0,0,0,7.2291999999999996,13.0
781,1,0,1,0,57.0,17.0
782,1,1,0,0,30.0,29.0
783,3,1,1,2,23.449999999999999,
784,3,1,0,0,7.0499999999999998,25.0
785,3,1,0,0,7.25,25.0
786,3,0,0,0,7.4958,18.0
787,3,1,4,1,29.125,8.0
788,3,1,1,2,20.574999999999999,1.0
789,1,1,0,0,79.200000000000003,46.0
790,3,1,0,0,7.75,
791,2,1,0,0,26.0,16.0
792,3,0,8,2,69.549999999999997,
793,1,1,0,0,30.695799999999998,
794,3,1,0,0,7.8958000000000004,25.0
795,2,1,0,0,13.0,39.0
796,1,0,0,0,25.929200000000002,49.0
797,3,0,0,0,8.6832999999999991,31.0
798,3,1,0,0,7.2291999999999996,30.0
799,3,0,1,1,24.149999999999999,30.0
800,2,1,0,0,13.0,34.0
801,2,0,1,1,26.25,31.0
802,1,1,1,2,120.0,11.0
803,3,1,0,1,8.5167000000000002,0.41999999999999998
804,3,1,0,0,6.9749999999999996,27.0
805,3,1,0,0,7.7750000000000004,31.0
806,1,1,0,0,0.0,39.0
807,3,0,0,0,7.7750000000000004,18.0
808,2,1,0,0,13.0,39.0
809,1,0,1,0,53.100000000000001,33.0
810,3,1,0,0,7.8875000000000002,26.0
811,3,1,0,0,24.149999999999999,39.0
812,2,1,0,0,10.5,35.0
813,3,0,4,2,31.274999999999999,6.0
814,3,1,0,0,8.0500000000000007,30.5
815,1,1,0,0,0.0,
816,3,0,0,0,7.9249999999999998,23.0
817,2,1,1,1,37.004199999999997,31.0
818,3,1,0,0,6.4500000000000002,43.0
819,3,1,3,2,27.899999999999999,10.0
820,1,0,1,1,93.5,52.0
821,3,1,0,0,8.6624999999999996,27.0
822,1,1,0,0,0.0,38.0
823,3,0,0,1,12.475,27.0
824,3,1,4,1,39.6875,2.0
825,3,1,0,0,6.9500000000000002,
826,3,1,0,0,56.495800000000003,
827,2,1,0,2,37.004199999999997,1.0
828,3,1,0,0,7.75,
829,1,0,0,0,80.0,62.0
830,3,0,1,0,14.4542,15.0
831,2,1,1,1,18.75,0.82999999999999996
832,3,1,0,0,7.2291999999999996,
833,3,1,0,0,7.8541999999999996,23.0
834,3,1,0,0,8.3000000000000007,18.0
835,1,0,1,1,83.158299999999997,39.0
836,3,1,0,0,8.6624999999999996,21.0
837,3,1,0,0,8.0500000000000007,
838,3,1,0,0,56.495800000000003,32.0
839,1,1,0,0,29.699999999999999,
840,3,1,0,0,7.9249999999999998,20.0
841,2,1,0,0,10.5,16.0
842,1,0,0,0,31.0,30.0
843,3,1,0,0,6.4375,34.5
844,3,1,0,0,8.6624999999999996,17.0
845,3,1,0,0,7.5499999999999998,42.0
846,3,1,8,2,69.549999999999997,
847,3,1,0,0,7.8958000000000004,35.0
848,2,1,0,1,33.0,28.0
849,1,0,1,0,89.104200000000006,
850,3,1,4,2,31.274999999999999,4.0
851,3,1,0,0,7.7750000000000004,74.0
852,3,0,1,1,15.245799999999999,9.0
853,1,0,0,1,39.399999999999999,16.0
854,2,0,1,0,26.0,44.0
855,3,0,0,1,9.3499999999999996,18.0
856,1,0,1,1,164.86670000000001,45.0
857,1,1,0,0,26.550000000000001,51.0
858,3,0,0,3,19.258299999999998,24.0
859,3,1,0,0,7.2291999999999996,
860,3,1,2,0,14.1083,41.0
861,2,1,1,0,11.5,21.0
862,1,0,0,0,25.929200000000002,48.0
863,3,0,8,2,69.549999999999997,
864,2,1,0,0,13.0,24.0
865,2,0,0,0,13.0,42.0
866,2,0,1,0,13.8583,27.0
867,1,1,0,0,50.495800000000003,31.0
868,3,1,0,0,9.5,
869,3,1,1,1,11.1333,4.0
870,3,1,0,0,7.8958000000000004,26.0
871,1,0,1,1,52.554200000000002,47.0
872,1,1,0,0,5.0,33.0
873,3,1,0,0,9.0,47.0
874,2,0,1,0,24.0,28.0
875,3,0,0,0,7.2249999999999996,15.0
876,3,1,0,0,9.8458000000000006,20.0
877,3,1,0,0,7.8958000000000004,19.0
878,3,1,0,0,7.8958000000000004,
879,1,0,0,1,83.158299999999997,56.0
880,2,0,0,1,26.0,25.0
881,3,1,0,0,7.8958000000000004,33.0
882,3,0,0,0,10.5167,22.0
883,2,1,0,0,10.5,28.0
884,3,1,0,0,7.0499999999999998,25.0
885,3,0,0,5,29.125,39.0
886,2,1,0,0,13.0,27.0
887,1,0,0,0,30.0,19.0
888,3,0,1,2,23.449999999999999,
889,1,1,0,0,30.0,26.0
890,3,1,0,0,7.75,32.0
0,3,1,0,0,7.8292000000000002,34.5
1,3,0,1,0,7.0,47.0
2,2,1,0,0,9.6875,62.0
3,3,1,0,0,8.6624999999999996,27.0
4,3,0,1,1,12.2875,22.0
5,3,1,0,0,9.2249999999999996,14.0
6,3,0,0,0,7.6292,30.0
7,2,1,1,1,29.0,26.0
8,3,0,0,0,7.2291999999999996,18.0
9,3,1,2,0,24.149999999999999,21.0
10,3,1,0,0,7.8958000000000004,
11,1,1,0,0,26.0,46.0
12,1,0,1,0,82.2667,23.0
13,2,1,1,0,26.0,63.0
14,1,0,1,0,61.174999999999997,47.0
15,2,0,1,0,27.720800000000001,24.0
16,2,1,0,0,12.35,35.0
17,3,1,0,0,7.2249999999999996,21.0
18,3,0,1,0,7.9249999999999998,27.0
19,3,0,0,0,7.2249999999999996,45.0
20,1,1,1,0,59.399999999999999,55.0
21,3,1,0,1,3.1707999999999998,9.0
22,1,0,0,0,31.683299999999999,
23,1,1,0,1,61.379199999999997,21.0
24,1,0,1,3,262.375,48.0
25,3,1,1,0,14.5,50.0
26,1,0,0,1,61.979199999999999,22.0
27,3,1,0,0,7.2249999999999996,22.5
28,1,1,0,0,30.5,41.0
29,3,1,2,0,21.679200000000002,
30,2,1,1,0,26.0,50.0
31,2,1,2,0,31.5,24.0
32,3,0,1,2,20.574999999999999,33.0
33,3,0,1,2,23.449999999999999,
34,1,1,1,0,57.75,30.0
35,3,1,0,0,7.2291999999999996,18.5
36,3,0,0,0,8.0500000000000007,
37,3,0,0,0,8.6624999999999996,21.0
38,3,1,0,0,9.5,25.0
39,3,1,0,0,56.495800000000003,
40,3,1,0,1,13.416700000000001,39.0
41,1,1,0,0,26.550000000000001,
42,3,1,0,0,7.8499999999999996,41.0
43,2,0,0,0,13.0,30.0
44,1,0,1,0,52.554200000000002,45.0
45,3,1,0,0,7.9249999999999998,25.0
46,1,1,0,0,29.699999999999999,45.0
47,3,1,0,0,7.75,
48,1,0,0,0,76.291700000000006,60.0
49,3,0,0,2,15.9,36.0
50,1,1,1,0,60.0,24.0
51,2,1,0,0,15.033300000000001,27.0
52,2,0,2,1,23.0,20.0
53,1,0,3,2,263.0,28.0
54,2,1,0,0,15.5792,
55,3,1,4,1,29.125,10.0
56,3,1,0,0,7.8958000000000004,35.0
57,3,1,0,0,7.6500000000000004,25.0
58,3,1,1,0,16.100000000000001,
59,1,0,0,0,262.375,36.0
60,3,1,0,0,7.8958000000000004,17.0
61,2,1,0,0,13.5,32.0
62,3,1,0,0,7.75,18.0
63,3,0,0,0,7.7249999999999996,22.0
64,1,1,2,2,262.375,13.0
65,2,0,0,0,21.0,
66,3,0,0,0,7.8792,18.0
67,1,1,0,0,42.399999999999999,47.0
68,1,1,0,0,28.537500000000001,31.0
69,1,0,1,4,263.0,60.0
70,3,0,0,0,7.75,24.0
71,3,1,0,0,7.8958000000000004,21.0
72,3,0,0,0,7.9249999999999998,29.0
73,1,1,0,0,27.720800000000001,28.5
74,1,0,0,0,211.5,35.0
75,1,1,0,0,211.5,32.5
76,3,1,0,0,8.0500000000000007,
77,1,0,2,0,25.699999999999999,55.0
78,2,1,0,0,13.0,30.0
79,3,0,0,0,7.75,24.0
80,3,1,1,1,15.245799999999999,6.0
81,1,1,1,0,221.7792,67.0
82,1,1,0,0,26.0,49.0
83,3,1,0,0,7.8958000000000004,
84,2,1,0,0,10.708299999999999,
85,3,1,1,0,14.4542,
86,3,0,0,0,7.8792,27.0
87,3,0,0,0,8.0500000000000007,18.0
88,3,0,0,0,7.75,
89,2,1,1,1,23.0,2.0
90,3,0,1,0,13.9,22.0
91,3,1,0,0,7.7750000000000004,
92,1,0,1,2,52.0,27.0
93,3,1,0,0,8.0500000000000007,
94,1,1,0,0,26.0,25.0
95,3,1,0,0,7.7957999999999998,25.0
96,1,0,1,0,78.849999999999994,76.0
97,3,1,0,0,7.9249999999999998,29.0
98,3,0,0,0,7.8541999999999996,20.0
99,3,1,0,0,8.0500000000000007,33.0
100,1,0,1,0,55.441699999999997,43.0
101,2,1,1,0,26.0,27.0
102,3,1,0,0,7.75,
103,3,1,0,0,7.7750000000000004,26.0
104,3,0,1,1,8.5167000000000002,16.0
105,3,1,0,0,22.524999999999999,28.0
106,3,1,0,0,7.8208000000000002,21.0
107,3,1,0,0,7.75,
108,3,1,0,0,8.7125000000000004,
109,2,1,0,0,13.0,18.5
110,2,1,0,0,15.0458,41.0
111,3,0,0,0,7.7792000000000003,
112,1,0,0,0,31.679200000000002,36.0
113,3,0,0,0,7.2832999999999997,18.5
114,1,0,1,0,221.7792,63.0
115,3,1,1,0,14.4542,18.0
116,3,1,0,0,6.4375,
117,3,0,1,1,16.699999999999999,1.0
118,1,1,0,0,75.241699999999994,36.0
119,2,0,1,0,26.0,29.0
120,2,0,0,0,15.75,12.0
121,3,1,1,0,7.75,
122,1,0,1,0,57.75,35.0
123,3,1,0,0,7.25,28.0
124,3,1,0,0,7.75,
125,3,0,0,1,16.100000000000001,17.0
126,3,1,0,0,7.7957999999999998,22.0
127,3,0,2,0,23.25,
128,2,1,0,0,13.0,42.0
129,3,1,0,0,8.0500000000000007,24.0
130,3,1,0,0,8.0500000000000007,32.0
131,1,1,0,0,28.5,53.0
132,3,0,0,4,25.466699999999999,
133,3,1,1,0,6.4375,
134,3,1,0,0,7.8958000000000004,43.0
135,3,1,0,0,7.8541999999999996,24.0
136,3,1,0,0,7.2249999999999996,26.5
137,2,1,0,0,13.0,26.0
138,3,0,0,0,8.0500000000000007,23.0
139,3,1,1,6,46.899999999999999,40.0
140,3,0,5,2,46.899999999999999,10.0
141,1,0,0,0,151.55000000000001,33.0
142,1,1,1,3,262.375,61.0
143,2,1,0,0,26.0,28.0
144,1,1,0,0,26.550000000000001,42.0
145,3,1,3,0,18.0,31.0
146,1,1,0,0,51.862499999999997,
147,3,1,0,0,8.0500000000000007,22.0
148,1,1,0,0,26.550000000000001,
149,2,1,1,1,26.0,30.0
150,1,0,0,1,83.158299999999997,23.0
151,3,1,0,0,7.8958000000000004,
152,3,1,0,0,,60.5
153,3,0,0,2,12.183299999999999,36.0
154,3,1,4,2,31.387499999999999,13.0
155,3,1,0,0,7.5499999999999998,24.0
156,1,0,0,0,221.7792,29.0
157,3,0,0,0,7.8541999999999996,23.0
158,1,1,0,0,26.550000000000001,42.0
159,3,0,0,2,13.775,26.0
160,3,0,0,0,7.7332999999999998,
161,3,1,1,1,15.245799999999999,7.0
162,2,0,0,0,13.5,26.0
163,3,1,0,0,7.0,
164,2,1,0,0,13.0,41.0
165,3,0,1,1,22.024999999999999,26.0
166,1,1,0,0,50.495800000000003,48.0
167,3,1,2,2,34.375,18.0
168,1,0,0,0,27.720800000000001,
169,3,0,0,0,8.9625000000000004,22.0
170,3,1,0,0,7.5499999999999998,
171,3,1,0,0,7.2249999999999996,27.0
172,3,1,1,0,13.9,23.0
173,3,1,0,0,7.2291999999999996,
174,3,1,1,5,31.387499999999999,40.0
175,2,0,0,2,39.0,15.0
176,2,0,0,0,36.75,20.0
177,1,1,1,0,55.441699999999997,54.0
178,2,0,0,3,39.0,36.0
179,1,0,0,2,83.158299999999997,64.0
180,2,1,0,0,13.0,30.0
181,1,1,1,1,83.158299999999997,37.0
182,1,0,1,0,53.100000000000001,18.0
183,3,1,0,0,7.75,
184,1,0,1,1,247.52080000000001,27.0
185,2,1,0,0,16.0,40.0
186,2,0,0,1,21.0,21.0
187,3,1,2,0,8.0500000000000007,17.0
188,3,0,8,2,69.549999999999997,
189,2,1,0,0,13.0,40.0
190,2,1,1,0,26.0,34.0
191,1,1,0,0,26.0,
192,3,1,1,1,14.5,11.5
193,2,1,0,0,12.35,61.0
194,2,1,0,2,32.5,8.0
195,3,1,0,0,7.8541999999999996,33.0
196,1,1,0,2,134.5,6.0
197,3,0,0,0,7.7750000000000004,18.0
198,2,1,0,0,10.5,23.0
199,3,0,0,0,8.1125000000000007,
200,3,0,0,0,15.5,
201,3,1,0,2,14.4,0.33000000000000002
202,1,1,1,0,227.52500000000001,47.0
203,2,0,1,1,26.0,8.0
204,2,1,0,0,10.5,25.0
205,1,1,0,0,25.741700000000002,
206,3,0,0,0,7.75,35.0
207,2,1,0,0,10.5,24.0
208,1,0,0,0,27.720800000000001,33.0
209,3,1,0,0,7.8958000000000004,25.0
210,3,1,0,0,22.524999999999999,32.0
211,3,1,0,0,7.0499999999999998,
212,2,1,0,0,73.5,17.0
213,2,0,1,0,26.0,60.0
214,3,0,4,2,7.7750000000000004,38.0
215,1,1,0,0,42.5,42.0
216,3,0,0,0,7.8792,
217,1,1,1,1,164.86670000000001,57.0
218,1,0,1,1,211.5,50.0
219,3,1,0,0,8.0500000000000007,
220,2,0,1,0,13.8583,30.0
221,3,1,0,0,8.0500000000000007,21.0
222,2,0,0,0,10.5,22.0
223,3,1,0,0,7.7957999999999998,21.0
224,1,0,0,0,27.445799999999998,53.0
225,3,0,0,2,15.245799999999999,
226,3,1,0,0,7.7957999999999998,23.0
227,3,0,0,0,7.75,
228,3,1,0,0,15.1,40.5
229,2,1,0,0,13.0,36.0
230,2,1,0,0,65.0,14.0
231,1,0,0,0,26.550000000000001,21.0
232,3,1,1,0,6.4958,21.0
233,3,1,0,0,7.8792,
234,1,1,1,0,71.283299999999997,39.0
235,3,1,0,0,7.8541999999999996,20.0
236,1,1,1,0,75.25,64.0
237,3,1,0,0,7.2249999999999996,20.0
238,2,0,1,1,13.0,18.0
239,1,0,1,0,106.425,48.0
240,1,0,0,0,27.720800000000001,55.0
241,2,0,0,2,30.0,45.0
242,1,1,1,1,134.5,45.0
243,3,1,0,0,7.8875000000000002,
244,3,1,1,2,23.449999999999999,
245,1,1,1,0,51.862499999999997,41.0
246,2,0,0,0,21.0,22.0
247,2,1,1,1,32.5,42.0
248,2,0,1,0,26.0,29.0
249,3,0,1,0,14.4542,
250,2,0,1,2,27.75,0.92000000000000004
251,3,1,0,0,7.9249999999999998,20.0
252,1,1,1,0,136.7792,27.0
253,3,1,0,0,9.3249999999999993,24.0
254,3,1,0,0,9.5,32.5
255,3,1,0,0,7.5499999999999998,
256,3,1,0,0,7.75,
257,3,1,0,0,8.0500000000000007,28.0
258,2,0,0,0,13.0,19.0
259,3,1,0,0,7.7750000000000004,21.0
260,3,1,1,0,17.399999999999999,36.5
261,3,1,0,0,7.8541999999999996,21.0
262,2,0,0,2,23.0,29.0
263,3,0,1,1,12.183299999999999,1.0
264,2,1,0,0,12.737500000000001,30.0
265,3,1,0,0,7.8958000000000004,
266,1,1,0,0,0.0,
267,3,1,0,0,7.5499999999999998,
268,3,0,0,0,8.0500000000000007,
269,3,1,0,0,8.6624999999999996,17.0
270,1,1,0,0,75.241699999999994,46.0
271,3,1,0,0,7.75,
272,1,0,1,0,136.7792,26.0
273,3,0,1,0,15.5,
274,3,1,0,0,7.2249999999999996,
275,2,0,1,0,26.0,20.0
276,2,1,0,0,10.5,28.0
277,2,1,1,0,26.0,40.0
278,2,1,1,0,21.0,30.0
279,2,1,0,0,10.5,22.0
280,3,0,0,0,8.6624999999999996,23.0
281,3,1,1,1,13.775,0.75
282,3,0,0,0,7.75,
283,3,0,1,1,15.245799999999999,9.0
284,3,0,1,1,20.212499999999999,2.0
285,3,1,0,0,7.25,36.0
286,3,1,0,0,7.25,
287,1,1,1,0,82.2667,24.0
288,3,1,0,0,7.2291999999999996,
289,3,1,0,0,8.0500000000000007,
290,1,1,0,0,39.600000000000001,
291,3,0,0,0,6.9500000000000002,30.0
292,3,1,0,0,7.2291999999999996,
293,1,1,1,1,81.8583,53.0
294,3,1,0,0,9.5,36.0
295,3,1,0,0,7.8958000000000004,26.0
296,2,0,1,2,41.5792,1.0
297,3,1,2,0,21.679200000000002,
298,1,1,0,0,45.5,30.0
299,3,1,0,0,7.8541999999999996,29.0
300,3,1,0,0,7.7750000000000004,32.0
301,2,1,0,0,15.0458,
302,2,1,0,1,21.0,43.0
303,3,1,0,0,8.6624999999999996,24.0
304,3,0,0,0,7.75,
305,1,0,1,1,26.550000000000001,64.0
306,1,1,1,2,151.55000000000001,30.0
307,3,1,0,1,9.3499999999999996,0.82999999999999996
308,1,1,1,1,93.5,55.0
309,3,0,1,0,14.1083,45.0
310,3,1,0,0,8.6624999999999996,18.0
311,3,1,0,0,7.2249999999999996,22.0
312,3,1,0,0,7.5750000000000002,
313,3,0,0,0,7.75,37.0
314,1,0,0,0,135.63329999999999,55.0
315,3,0,0,0,7.7332999999999998,17.0
316,1,1,1,0,146.52080000000001,57.0
317,2,1,0,0,10.5,19.0
318,3,1,0,0,7.8541999999999996,27.0
319,2,1,2,0,31.5,22.0
320,3,1,0,0,7.7750000000000004,26.0
321,3,1,0,0,7.2291999999999996,25.0
322,2,1,0,0,13.0,26.0
323,1,1,0,0,26.550000000000001,33.0
324,1,0,0,0,211.33750000000001,39.0
325,3,1,0,0,7.0499999999999998,23.0
326,2,0,2,1,39.0,12.0
327,1,1,0,0,79.200000000000003,46.0
328,2,1,1,0,26.0,29.0
329,2,1,0,0,13.0,21.0
330,2,0,0,2,36.75,48.0
331,1,1,0,0,29.699999999999999,39.0
332,3,1,0,0,7.2249999999999996,
333,3,0,1,1,15.7417,19.0
334,3,1,0,0,7.8958000000000004,27.0
335,1,1,0,0,26.0,30.0
336,2,1,0,0,13.0,32.0
337,3,1,0,2,7.2291999999999996,39.0
338,2,1,0,0,31.5,25.0
339,3,1,0,0,7.2291999999999996,
340,2,1,0,0,10.5,18.0
341,3,1,0,0,7.5792000000000002,32.0
342,3,1,1,9,69.549999999999997,
343,1,0,0,1,512.32920000000001,58.0
344,3,1,1,1,14.5,
345,3,0,0,0,7.6500000000000004,16.0
346,2,1,0,0,13.0,26.0
347,3,0,0,0,7.2291999999999996,38.0
348,2,1,0,0,13.5,24.0
349,2,0,0,0,21.0,31.0
350,1,0,0,1,63.3583,45.0
351,2,1,0,0,10.5,25.0
352,2,1,0,0,73.5,18.0
353,2,1,1,2,65.0,49.0
354,3,0,1,2,20.574999999999999,0.17000000000000001
355,1,1,0,0,26.0,50.0
356,1,0,2,0,51.479199999999999,59.0
357,3,1,0,0,7.8792,
358,3,1,0,0,7.75,
359,3,0,1,0,15.550000000000001,30.0
360,3,1,8,2,69.549999999999997,14.5
361,2,0,1,1,37.004199999999997,24.0
362,2,0,0,0,21.0,31.0
363,3,1,0,0,8.6624999999999996,27.0
364,1,0,1,0,55.441699999999997,25.0
365,3,0,1,9,69.549999999999997,
366,3,1,1,0,14.458299999999999,
367,3,0,0,0,39.6875,22.0
368,1,0,0,1,59.399999999999999,45.0
369,2,1,0,0,13.8583,29.0
370,2,1,1,0,11.5,21.0
371,1,0,0,0,134.5,31.0
372,1,1,0,0,0.0,49.0
373,2,1,0,0,13.0,44.0
374,1,0,1,1,81.8583,54.0
375,1,0,0,0,262.375,45.0
376,3,0,2,0,8.6624999999999996,22.0
377,2,1,0,0,11.5,21.0
378,1,1,0,0,50.0,55.0
379,3,1,4,2,31.387499999999999,5.0
380,3,1,0,0,7.75,
381,3,1,0,0,7.8792,26.0
382,3,0,0,0,14.5,
383,3,0,1,0,16.100000000000001,19.0
384,2,1,0,0,12.875,
385,2,0,1,2,65.0,24.0
386,3,1,0,0,7.7750000000000004,24.0
387,2,1,0,0,13.0,57.0
388,3,1,0,0,7.75,21.0
389,3,1,3,1,21.074999999999999,6.0
390,1,1,0,0,93.5,23.0
391,1,0,0,1,39.399999999999999,51.0
392,3,1,0,2,20.25,13.0
393,2,1,0,0,10.5,47.0
394,3,1,3,1,22.024999999999999,29.0
395,1,0,1,0,60.0,18.0
396,3,1,0,0,7.25,24.0
397,1,0,1,1,79.200000000000003,48.0
398,3,1,0,0,7.7750000000000004,22.0
399,3,1,0,0,7.7332999999999998,31.0
400,1,0,0,0,164.86670000000001,30.0
401,2,1,1,0,21.0,38.0
402,1,0,0,1,59.399999999999999,22.0
403,1,1,0,0,47.100000000000001,17.0
404,1,1,1,0,27.720800000000001,43.0
405,2,1,0,0,13.862500000000001,20.0
406,2,1,1,0,10.5,23.0
407,1,1,1,1,211.5,50.0
408,3,0,0,0,7.7207999999999997,
409,3,0,1,1,13.775,3.0
410,3,0,0,0,7.75,
411,1,0,1,0,90.0,37.0
412,3,0,0,0,7.7750000000000004,28.0
413,3,1,0,0,8.0500000000000007,
414,1,0,0,0,108.90000000000001,39.0
415,3,1,0,0,7.25,38.5
416,3,1,0,0,8.0500000000000007,
417,3,1,1,1,22.3583,
